,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.1442,2.3880440831184386,0.19393333333333337,1.737137722174327
1,4,0.18,2.3983744859695433,0.19546666666666668,1.7183783372243244
2,6,0.202,2.307902121543884,0.24283333333333337,1.8707303897539778
3,8,0.1923,2.3294954776763914,0.24823333333333333,1.8497200461228689
4,10,0.1994,2.332210433483124,0.2598333333333333,1.8147093172868096
5,12,0.2023,2.340938651561737,0.2699,1.803013616402944
6,14,0.2102,2.3698054790496825,0.27296666666666664,1.7888728002707162
7,16,0.2064,2.362400496006012,0.2861,1.755755066474279
8,18,0.2174,2.3083147764205934,0.26730000000000004,1.5454533898830414
9,20,0.234,2.2626985788345335,0.27120000000000005,1.529437807401021
10,22,0.229,2.302427864074707,0.33050000000000007,1.8193112818400063
11,24,0.2408,2.273251807689667,0.3252333333333333,1.8332721102237703
12,26,0.2442,2.268718385696411,0.3363333333333333,1.812392930189768
13,28,0.2337,2.2811736941337584,0.3418666666666667,1.7923819514115653
14,30,0.2377,2.2524353861808777,0.34326666666666666,1.7980727223555248
15,32,0.2264,2.2738121867179872,0.3398666666666666,1.7979219174385073
16,34,0.2366,2.2711132168769836,0.3340666666666667,1.804839381376902
17,36,0.2491,2.2612788677215576,0.34723333333333334,1.7835834042231244
18,38,0.2494,2.23710515499115,0.34913333333333335,1.7821718136469524
19,40,0.2307,2.232096457481384,0.35053333333333336,1.7711110063393916
20,42,0.2344,2.238103139400482,0.36153333333333343,1.749234440724055
21,44,0.233,2.270461678504944,0.3619666666666667,1.746727004845937
22,46,0.2358,2.2399187326431274,0.3633,1.7336201941967015
23,48,0.226,2.269142174720764,0.36450000000000005,1.7278742412726082
24,50,0.2212,2.3234448552131655,0.3749666666666666,1.7241911474863691
