,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.08049274384070199,2.7612837288114758,0.34707142857142864,1.8655090234109333
1,4,0.141523230959613,2.7500586112340293,0.37353571428571436,1.7997301067624771
2,6,0.10287996400044999,2.642549839284685,0.41646428571428584,1.6454064873712408
3,8,0.1583980200247497,2.5974843038452997,0.4522142857142858,1.5372127639395854
4,10,0.178310271121611,2.787248777018653,0.49567857142857147,1.4099784861717901
5,12,0.1736978287771403,2.8849992089801364,0.5366071428571428,1.2941730722784996
6,14,0.1635167060411745,3.329995221561856,0.5553214285714285,1.2459682883960865
7,16,0.23990325120935987,2.8666333158810935,0.5940714285714287,1.1358354589768815
8,18,0.2326470919113511,2.882757782936096,0.6074999999999999,1.1177935745034897
9,20,0.28130273371582853,3.096256481276618,0.6297142857142858,1.0485390986715044
10,22,0.05135560805489931,3.8408702413241067,0.6081428571428571,1.1544846913644249
11,24,0.03189335133310833,4.550162421332465,0.4595714285714286,1.7154286916766852
12,26,0.014906063674204072,5.366526974572076,0.5043928571428572,1.680711728973048
13,28,0.013218584767690405,6.236055043008593,0.3878214285714285,2.1234539849417544
14,30,0.02041849476881539,5.889554341634114,0.5771071428571427,1.3811805252517975
15,32,0.03211834852064349,5.8228558037016125,0.6172857142857143,1.26572605073452
16,34,0.012712341095736303,5.98478200700548,0.29575,2.3105419695377343
17,36,0.012487343908201148,9.286671611997816,0.19296428571428573,2.8585653509412494
18,38,0.012599842501968725,9.930543846554226,0.14914285714285716,3.5506125714097707
19,40,0.012656091798852515,10.38201257917616,0.13514285714285718,3.7826837301254272
20,42,0.01676229047136911,9.489987903171116,0.20250000000000004,3.3125892575298046
21,44,0.01619979750253122,9.1390274365743,0.24357142857142855,3.0266506799629758
22,46,0.018449769377882775,11.893566131591797,0.11846428571428572,3.9096899041107718
23,48,0.012656091798852515,11.99848845269945,0.12135714285714286,5.114767560788564
24,50,0.012599842501968725,12.418986399968466,0.1973214285714286,3.865792046700205
