,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.1622,2.2741467475891115,0.22235714285714292,2.0956288520778927
1,4,0.1797,2.2144991397857665,0.2397857142857143,2.0414327566112798
2,6,0.2024,2.2028152704238892,0.25121428571428567,2.0044094817978992
3,8,0.1883,2.232346761226654,0.26257142857142857,1.9936597606965472
4,10,0.2416,2.1368414759635925,0.2672857142857143,1.9671188239540378
5,12,0.248,2.0737707138061525,0.2796071428571429,1.9454242514712472
6,14,0.2477,2.0786991357803344,0.29110714285714284,1.9125599269356053
7,16,0.2398,2.1032845973968506,0.28835714285714287,1.9061331348759791
8,18,0.2467,2.109682321548462,0.30464285714285705,1.888493280325617
9,20,0.237,2.1278944849967956,0.3063571428571429,1.8681639833109716
10,22,0.1398,2.4362529158592223,0.29825000000000007,1.8906443263803205
11,24,0.0914,2.8923090219497682,0.29725,1.9198192404849181
12,26,0.0894,3.0329318046569824,0.2996428571428571,1.9297045741762435
13,28,0.0845,3.3035836696624754,0.29857142857142854,1.9297555970294133
14,30,0.0756,3.609395158290863,0.2914642857142858,1.9906314445393427
15,32,0.0721,3.9170823216438295,0.29132142857142856,2.025120942507471
16,34,0.0759,4.0021158933639525,0.3066071428571428,1.9969695921455113
17,36,0.0783,4.052220964431763,0.3127857142857143,1.9736075277839389
18,38,0.0762,4.116397547721863,0.3063214285714286,1.9838010894400733
19,40,0.0743,4.39226462841034,0.2974642857142857,2.0552704359803875
20,42,0.0819,4.461798644065857,0.31275000000000014,2.0124304647956572
21,44,0.0845,4.428790497779846,0.325,1.969993866767202
22,46,0.0875,4.40852963924408,0.32917857142857143,1.9341393245118008
23,48,0.0916,4.298137092590332,0.3437857142857142,1.8979635736771994
24,50,0.095,4.354408526420594,0.3493571428571429,1.8771749500717436
