,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.157,2.4349289655685427,0.23078571428571432,2.096414761032377
1,4,0.1889,2.330033528804779,0.24682142857142855,2.056726223230362
2,6,0.2049,2.2094868063926696,0.2625,1.9967725298234391
3,8,0.1969,2.231148099899292,0.26271428571428573,1.990717618380274
4,10,0.2301,2.2152172327041626,0.2783928571428571,1.9631545190300266
5,12,0.202,2.3101891756057737,0.27892857142857147,1.93925638454301
6,14,0.2045,2.249324953556061,0.2871428571428572,1.929240483045578
7,16,0.2114,2.2468557596206664,0.29246428571428573,1.918396492089544
8,18,0.1908,2.3803694605827332,0.3063571428571429,1.8918571812765943
9,20,0.2105,2.390481972694397,0.2996785714285714,1.893151109133448
10,22,0.185,2.4973955392837524,0.30410714285714285,1.9022293307951519
11,24,0.1699,2.503869593143463,0.30757142857142855,1.885256094166211
12,26,0.0541,3.542769503593445,0.28464285714285714,1.9872175025088443
13,28,0.0387,4.04261873960495,0.18507142857142858,2.3394792028835845
14,30,0.0454,4.025551855564117,0.24624999999999994,2.1662182297025416
15,32,0.0557,4.237470388412476,0.2760714285714287,2.078001667346274
16,34,0.0586,4.386233377456665,0.2829642857142858,2.0812303777251926
17,36,0.06,4.58744866847992,0.29778571428571426,2.0444948243243357
18,38,0.0575,4.474964308738708,0.3022142857142857,2.036725601553917
19,40,0.0584,4.967909169197083,0.2943214285714286,2.0809343802077427
20,42,0.0628,4.846394419670105,0.31346428571428575,2.026260404501643
21,44,0.0688,4.909312319755554,0.31317857142857136,2.0143868399517877
22,46,0.0726,4.838754487037659,0.3255357142857143,1.9861671247652601
23,48,0.0657,4.927370285987854,0.3250714285714286,1.9925568452903202
24,50,0.062,5.256625866889953,0.3208214285714286,2.0267408703054697
