,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.0974,2.3775142550468447,0.12249999999999998,2.416715208973204
1,4,0.147,2.4159754514694214,0.14492857142857138,2.371083609546934
2,6,0.1424,2.3787829518318175,0.16339285714285715,2.3167156985827857
3,8,0.1319,2.383884584903717,0.15964285714285717,2.3217908969947274
4,10,0.1614,2.573572111129761,0.1767857142857143,2.275799633775439
5,12,0.2112,2.5078125834465026,0.2151071428571429,2.2034206833158225
6,14,0.1767,2.659218168258667,0.22225000000000006,2.2075911819934846
7,16,0.1098,3.2982972502708434,0.24903571428571428,2.1270612201520374
8,18,0.1109,3.5218109130859374,0.2642857142857143,2.1484882427113394
9,20,0.1111,4.061167347431183,0.26971428571428574,2.21446920463017
10,22,0.1115,4.587952709197998,0.2616428571428571,2.2865076478038517
11,24,0.1066,5.057399559020996,0.2769285714285714,2.308042751039778
12,26,0.105,5.929440546035766,0.2870714285714286,2.290245171529906
13,28,0.1054,6.379821944236755,0.29071428571428576,2.328963292070797
14,30,0.1033,7.200240063667297,0.30357142857142855,2.317033592717988
15,32,0.1053,6.921633172035217,0.2770357142857143,2.4172199956008362
16,34,0.1032,7.406707382202148,0.30885714285714283,2.37104078914438
17,36,0.1032,7.443745517730713,0.27878571428571425,2.4630928137472696
18,38,0.1043,7.557371211051941,0.30664285714285716,2.4120994742427553
19,40,0.1029,7.932248377799988,0.32046428571428576,2.392340622203691
20,42,0.1028,8.017454695701598,0.32857142857142857,2.3887269254241668
21,44,0.1946,7.529818296432495,0.3084285714285714,2.4475167095661163
22,46,0.2026,7.515097141265869,0.31707142857142856,2.507389436023576
23,48,0.2017,7.878944444656372,0.34042857142857136,2.3830560679946626
24,50,0.2007,7.527168869972229,0.32303571428571426,2.3761548025267465
