,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.08173022837214534,2.563129723072052,0.3657857142857143,1.7856983866010394
1,4,0.09466756665541681,3.0130071573787265,0.4280357142857142,1.628321210401399
2,6,0.10186747665654179,3.456743929121229,0.47578571428571426,1.4911076931016787
3,8,0.13837327033412083,3.8132229381137424,0.5179285714285714,1.4198677256703376
4,10,0.12560467994150074,4.02615542544259,0.5561785714285715,1.3076663494110112
5,12,0.1329170885363933,4.136640250682831,0.5884642857142856,1.2256568519132478
6,14,0.14900438744515693,4.434204392962986,0.6131428571428571,1.1808992466756276
7,16,0.17892901338733266,4.595473262998793,0.6299285714285715,1.1578202516904896
8,18,0.17347283158960514,4.740855031543308,0.6352500000000001,1.188409920356103
9,20,0.18444144448194397,4.847262011633979,0.6362142857142858,1.1686974863920891
10,22,0.18517268534143322,4.8640496200985375,0.6496428571428571,1.1425734418843476
11,24,0.18759140510743616,4.8609105878406105,0.6591785714285713,1.1385938907308237
12,26,0.1924850939363258,4.954567882749769,0.6638214285714286,1.1207482360303402
13,28,0.1894476319046012,4.871516082021925,0.6652857142857143,1.1468822523951534
14,30,0.18134773315333558,4.8665195968416,0.6513214285714286,1.172309623871531
15,32,0.15356058049274385,4.990452819400364,0.6626428571428571,1.1792618540780886
16,34,0.16199797502531219,5.2630447546641035,0.6450000000000001,1.251921636824097
17,36,0.16301046236922037,5.31598534848955,0.6517142857142858,1.2786288241190569
18,38,0.1533355833052087,5.457319445080227,0.6622142857142856,1.2315253397183756
19,40,0.16638542018224772,5.542596340179443,0.6513214285714285,1.2455127574503417
20,42,0.1710541118236022,5.630535456869337,0.6608214285714286,1.2835622661880082
21,44,0.17549780627742154,5.675918009546068,0.6681071428571429,1.2034937706376823
22,46,0.1740915738553268,5.695238524013096,0.666,1.2556273130433901
23,48,0.17752278096523794,5.776767770449321,0.669642857142857,1.2723861139799868
24,50,0.1970412869839127,5.914311687151591,0.6502142857142857,1.314478708165033
