,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.1916,2.4753757238388063,0.14392857142857143,2.4212569688047685
1,4,0.1444,2.490021812915802,0.15739285714285714,2.3507008441856927
2,6,0.128,2.9797531843185423,0.17278571428571432,2.3159125583512443
3,8,0.1206,4.140675866603852,0.17614285714285713,2.404134110467775
4,10,0.1156,5.0859962701797485,0.19874999999999995,2.396030721068383
5,12,0.1148,6.158673620223999,0.2281785714285714,2.350463524460792
6,14,0.1135,7.454463076591492,0.24646428571428572,2.331049979584558
7,16,0.114,7.632663345336914,0.2568214285714286,2.3223241771970473
8,18,0.1153,7.780341577529907,0.25982142857142854,2.3450581716639656
9,20,0.1135,9.47606086730957,0.2744642857142857,2.3139048418828416
10,22,0.1137,9.620671606063842,0.2801071428571429,2.3175435606922425
11,24,0.1138,9.780013227462769,0.2874285714285715,2.314201954858643
12,26,0.1138,9.986261081695556,0.2941071428571429,2.3103051253727505
13,28,0.1135,10.247029066085815,0.2970714285714286,2.2980515922818867
14,30,0.1135,10.94777216911316,0.29846428571428574,2.316144660540989
15,32,0.1135,11.27714490890503,0.3181071428571428,2.2526865371635982
16,34,0.1138,10.7584557056427,0.32442857142857146,2.2782984341893875
17,36,0.1136,11.02618989944458,0.3299642857142858,2.2956220490591868
18,38,0.1135,11.553485536575318,0.34621428571428575,2.2217119851282665
19,40,0.1135,11.875831747055054,0.3457142857142857,2.2859823512179505
20,42,0.1135,11.941615438461303,0.35214285714285715,2.269409989459174
21,44,0.1135,11.94828004837036,0.34421428571428575,2.3828689792326516
22,46,0.1135,12.054892206192017,0.35107142857142865,2.376248477186476
23,48,0.1135,12.471503734588623,0.3373928571428572,2.4892564045531413
24,50,0.1135,12.420200061798095,0.3478928571428571,2.383293115241187
