,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.15828552143098212,2.315703160232968,0.36689285714285713,1.7836415563310892
1,4,0.2159973000337496,2.270408206515842,0.42571428571428577,1.5966084952865327
2,6,0.26094048824389693,2.2596859865718417,0.4562857142857143,1.4925442112343652
3,8,0.2453594330070874,2.637763069735633,0.4913571428571429,1.3896730720996857
4,10,0.20902238722015976,3.117233739958869,0.5230000000000001,1.3471499128001077
5,12,0.17234784565192934,3.319541096687317,0.54775,1.2989115642649787
6,14,0.16976037799527505,3.540727741188473,0.5711071428571428,1.2421687270913806
7,16,0.18804139948250648,3.347269448969099,0.5865714285714285,1.193888607621193
8,18,0.19535380807739902,3.441755387518141,0.5933928571428572,1.1827164254018239
9,20,0.20300371245359433,3.4842190278900995,0.6050000000000001,1.1748956067221505
10,22,0.2037912026099674,3.5425563123491077,0.6259642857142856,1.1014281651803426
11,24,0.19687253909326133,3.540321111679077,0.6299285714285715,1.0990103121314732
12,26,0.20862864214197321,3.4768212702539234,0.6378571428571428,1.0982237754123552
13,28,0.2143660704241197,3.2256649798817105,0.6479999999999999,1.0510263805942874
14,30,0.18174147823152212,3.2015121579170227,0.6348214285714286,1.0685043058225085
15,32,0.20221622229722128,3.2095085514916315,0.6531071428571428,1.0038308764142652
16,34,0.19991000112498594,3.1239040295283,0.6643571428571428,0.9729467901800363
17,36,0.19923500956238047,3.1225449442863464,0.6610357142857143,0.9853813222476414
18,38,0.20199122510968612,3.065683662891388,0.6582142857142859,0.9865915219698633
19,40,0.19473506581167735,3.211555745866564,0.652892857142857,0.9951781009989126
20,42,0.20019124760940488,3.2577263514200845,0.6576428571428571,0.9945251346698828
21,44,0.21149735628304647,3.21450983815723,0.6806428571428571,0.9375300668179989
22,46,0.18612892338845766,3.3585283623801336,0.6782857142857143,0.943462476240737
23,48,0.21847226909663628,3.3162768019570246,0.6873571428571427,0.9227358872337
24,50,0.21402857464281697,3.4198937151167126,0.6949285714285712,0.9165543142173972
